idx,id,text
585,,"The partners had stopped payments to the supplier, Samart Corporation, for nearly a year, until Samart threatened to suspend services within three days."
586,,"The centennial of the church building was celebrated in December 2013, at a bilingual Mass conducted by Elden Curtiss, archbishop emeritus of the Archdiocese of Omaha."
587,,"Several large sarsens to the south of the Coldrums might represent the remnants of a further such tomb, since destroyed."
588,,"During the 1941 collapse of the Kingdom of Yugoslavia under the Axis invasion in the April War, the Independent State of Croatia was created."
589,,"Given that such blocks of stone rarely occur naturally, it may have been quarried."
590,,Attempts were made to fix the problems and were at least partially successful in stopping many of the leaks.
591,,"His condition deteriorated rapidly and he died on 10 August, with his death being announced shortly after Exeter's loss to Ipswich Town in the Football League Cup."
592,,"When he complains that it is too heavy for him to lift alone, the wolf jumps into the other bucket and descends to help."
593,,The submarines are powered by a pressurised water reactor with highly enriched uranium fuel.
594,,"Nathan divided 2001 between the AAA Fresno Grizzlies and AA Shreveport both starting and relieving, finishing with a disappointing combined 3 – 11 record and an ERA over 7."
595,,"The III Battle Squadron was the first of three battleship units; directly astern were the Kaiser-class battleships of the VI Division, III Battle Squadron."
596,,"Evans characterised the site as"" the most impressive"" of the Medway Megaliths, while Grinsell described it as"" the finest and most complete"" of the group."
597,,"The ship had been boarded by a scratch Yugoslav crew on 10 November 1918, one day before the Armistice, and had left Pola with her sister ship, Radetzky."
598,,"About 60 % of antimony is consumed in flame retardants, and 20 % is used in alloys for batteries, plain bearings and solders."
599,,Fey... as an anxious overthinker using her caustic sarcasm as a weapon against both her own insecurities and the flakes and train wrecks who surround her.
600,,"During World War I he volunteered for service in the Royal Artillery, being stationed on the Western Front, where he rose to the rank of major and was awarded the Military Cross."
601,,"To correct the problems, Longacre enlarged the head of Liberty, making it a scaled-down version of the three-dollar piece, and moved the lettering on the obverse closer to the rim."
602,,"Because of the uncertain nature of the storm, the National Hurricane Center (NHC) did not classify it as a tropical cyclone."
603,,"Townsend returned to the stage in January 2010, touring North America with headliner Between the Buried and Me as well as Cynic and Scale the Summit."
604,,"They soon reached the British-controlled Suez, where they disembarked and were stationed on the shores of the Great Bitter Lake."
605,,Pensions were to be established for relatives of the soldiers who had died fighting the rebels.
606,,"Each had a stone chamber at the eastern end of the mound, and they each probably had a stone facade flanking the entrance."
607,,"She also supports the Love Our Children USA organization, which fights violence against children, who named her among their Mothers Who Make a Difference, in 2009."
608,,"The use of scanning electron microscopy has shown that the spines are 0.90 – 1.45 µm long, rounded at the tip, narrow, tapered, and sometime joined together at the top."
609,,The children in the kindergarten modelled for the Flower Fairies until the kindergarten closed in 1940.
610,,"Temple statues and reliefs, as well as particular sacred animals, like the Apis bull, served as divine intermediaries in this way."
611,,The basidia are arranged in long strings of clusters; individual basidia measure 11 – 15 by 18 – 24 µm.
612,,"General Pongsak had been criticized for ineffectually fighting the South Thailand insurgency, after 39 successful arson attacks occurred in just one night."
613,,"However, Andy tells David he is resigning to pursue his dreams of stardom full time, and David is relieved to not have to fire him."
614,,Most of the Pistons went directly to their locker room instead of shaking hands with the Bulls.
615,,"In 1945 Mortimer Wheeler married his third wife, Margaret"" Kim"" Collingridge, although they became estranged in 1956; they never divorced as a result of her devout Catholicism."
616,,"Despite the implication in their name that their function is to merely gather intelligence, they are also intended to have a deterrent effect."
617,,Nash stated that if Columbus felt it would make the franchise better than he would be willing to waive his no-trade clause.
618,,"Felipe López singled, and Nathan was able to get Miguel Cabrera and Luis Castillo out, but not before Alou scored."
619,,Townsend has carried out the mixing and mastering for most of his solo work himself.
620,,"A green LP pressing of the album will also have a limited 500-copy release on December 9, 2014."
621,,The synagogue became too small to accommodate the needs of the ever-growing community.
622,,"He chose mostly upper class Maderistas, including his wife for the post in the treasury."
623,,"Zrínyi was built at the Stabilimento Tecnico Triestino dockyard in Trieste, the same place where her sister ships were built earlier."
624,,"Egyptians prayed for divine help, used rituals to compel deities to act, and called upon them for advice."
625,,"Goebbels declared that"" The Polish nation is not worthy to be called a cultured nation""."
626,,"The development of a national team faces challenges similar to those across Africa, although the national football association has four staff members focusing on women's football."
627,,"The central Shiva shrine (see 16 in plan below) is a free-standing square cell with four entrances, located in the right section of the main hall."
628,,"After being helped additionally by a soundtrack release containing dialogue snippets, Sholay soon became an"" overnight sensation""."
629,,"In the early evening of 15 June, Webb began his next attempt by passing over the lower obstructions in the Wilmington River and spent the rest of the night coaling."
630,,The plain maskray or brown stingray (Neotrygon annotata) is a species of stingray in the family Dasyatidae.
631,,"While Howson stated that he had never brought up trading Nash in discussions, other teams had inquired about his availability."
632,,"Symons called the scenes"" volatile."" Nicole was unaware that Marilyn has reservations about her spending time with the baby."
633,,"Nationally important deities gave rise to local manifestations, which sometimes absorbed the characteristics of older regional gods."
634,,"Both of his sons attended Loyola Academy, a private Roman Catholic high school located in Wilmette, Illinois."
635,,"Meanwhile, Wheeler was well known for his conspicuous promiscuity, favouring young women for one night stands, many of whom were his students."
636,,"The moon-god Chandra, seen with a wig and a crescent, is standing behind Parvati holding a circular pot with nectar for the marriage ceremony."
637,,The release peaked at number 57 and in 1992 was awarded a gold certification by the Recording Industry Association of America.
638,,"At Brewster, meanwhile, severe damage to crops and salterns was noted, and 18 in (46 cm) of rainfall was recorded."
639,,"Von Reuter believed that the British intended to seize the German ships on 21 June 1919, which was the deadline for Germany to have signed the peace treaty."
640,,"The first divine act is the creation of the cosmos, described in several creation myths."
641,,"Columbus was without a representative for the 2012 All-star Game, but Ryan Johansen represented the club as a rookie participant in the Super Skills Competition."
642,,"The Egyptians had complex conception of the human soul, consisting of several parts."
643,,"On 24 April, the battlecruisers of Rear Admiral Franz von Hipper's I Scouting Group conducted a raid on the English coast."
644,,"You can only do your best, I guess!"" Nicole later told Marilyn Chambers (Emily Symons) about the baby and she offered to adopt it."
645,,"Such rituals coexisted with private offerings and prayers, and all three were accepted means of obtaining divine help."
646,,The largest applications for metallic antimony are as alloying material for lead and tin and for lead antimony plates in lead – acid batteries.
647,,Her performance in the first of these garnered her an IIFA Award for Best Supporting Actress nomination.
648,,"Nathan went on to pitch the last game for the United States in the ninth inning against Mexico, again not allowing a run and striking out two."
649,,"They did this work using a force the Egyptians called heka, a term usually translated as"" magic""."
650,,He was a standout player for Boston University and is the school's all-time leading scorer.
651,,"Markgraf continued to engage Tiger until 18: 25, by which time the faster battlecruisers managed to move out of effective gunnery range."
652,,"The museum was in disarray; prior to the war, construction had begun on a new purpose-built building to house the collections."
653,,"AoT threatened the consortium with contract termination, but didn't follow through with its threat, even though the consortium failed to live up to its contract."
654,,"Antimony (III) sulfide, Sb2S3, was recognized in predynastic Egypt as an eye cosmetic (kohl) as early as about 3100 BC, when the cosmetic palette was invented."
655,,It is just over 153 feet (47 m) long from east to west; 52 feet (16 m) wide from north to south.
656,,"From December 3, 1929, until January 9, 1930, the team won fourteen games in a row, a record that lasted until 1982 and now tied for third longest, as of October 2010."
657,,"ESPN, citing Bowie's injury-laden college career, named the Blazers' choice of Bowie as the worst draft pick in North American professional sports history."
658,,"Nathan's foundation, Joe Nathan Charitable Foundation, also called"" Save It"", helps raise money and awareness for many different charities."
659,,"He described its uptempo arrangements, as well as Clarkson's vocal performance, as"" bold and brassy"" and its mid-tempo arrangements as"" even more alluring""."
660,,"The book itself serves as a reminder of the atrocities of dictatorship, to ensure that the dangers of absolute power will be remembered by a new generation."
661,,Turk eventually turns himself in for fear that the regime was torturing his family.
662,,A part of this upgrade involved creating unique polygon models for each character's body.
663,,"When the flotilla had advanced as far south as Brindisi in south eastern Italy, the Austro-Hungarian ships were recalled."
664,,Consideration was given to including the gold dollar as an authorized denomination in the revisionary legislation that became the Mint Act of 1837.
665,,Nicole later decides she and Geoff should return to the island to repair their relationship.
666,,It was expected that Polish children would begin to work once they finished their primary education at age 12 to 15.
667,,Each step up requires a wider repertoire of aerobatic figures and progressively more performance from the aircraft.
668,,"In January 1849, McKay introduced a bill for a gold dollar, which was referred to his committee."
669,,Pakistan's Ministry of Education invited Wheeler to return to their country in October 1956.
670,,"The Bulls finished with a 47 – 35 record, and advanced to the Eastern Conference Finals, defeating the Cavaliers and New York Knicks along the way."
671,,"It is a rock-cut temple complex that covers an area of 5,600 m2 (60,000 sq ft), and consists of a main chamber, two lateral chambers, courtyards, and subsidiary shrines."
672,,"During the following weeks Polish schools beyond middle vocational levels were closed, as were theaters and many other cultural institutions."
673,,"For addition of sulfur ylides to enones, higher 1,4-selectivity is typically obtained with sulfoxonium reagents than with sulfonium reagents."
674,,"The panel to the east of the north portico is Shiva in a Yogic position called Yogisvara, Mahayogi, Dharmaraja and Lakulish."
675,,He fired the President of TOT for questioning an 800 million baht donation that the agency made to the Army.
676,,The deck was 30 mm (1.2 in) thick; the main battery turrets and forward conning tower were armored with 300 mm (12 in) thick steel plates.
677,,"York's run of successive wins ended on six matches after a 0 – 0 home draw with Burton, and this result saw York drop out of the play-offs in eighth-place."
678,,"In 2004, he transferred to Hereford United, where he won promotion to The Football League via the 2006 play-offs, and repeated the feat with Exeter City a year later."
679,,"Similar evidence for the sharpening of tools has been found at West Kennet Long Barrow, as well as later prehistoric monuments such as Stonehenge."
680,,"At age 11, Fey read Joe Franklin's Seventy Years of Great Film Comedians for a school project about comedy."
681,,"Thoroughly obsolete, she remained in the Portuguese fleet until 1935, when she was sold for scrapping."
682,,"Wheeler has been termed"" the most famous British archaeologist of the twentieth century"" by archaeologists Gabriel Moshenska and Tim Schadla-Hall."
683,,"Although it was not the first business jet, it popularised corporate aviation, and established the personal jet as a"" whole new class of aircraft""."
684,,This view is echoed by a police debriefing of their operations at the 2008 Camp for Climate Action which praised FITs at the event for disrupting activists.
685,,"The White Sox were another team owned by Bulls owner Jerry Reinsdorf, who continued to honor Jordan's basketball contract during the years he played baseball."
686,,"The NHL itself joined the cause in the winter of 1998, creating the Hockey Fights Cancer program to raise money for research."
687,,"The star is slightly less massive and slightly smaller than the Sun; it is also slightly cooler, but is more metal-rich."
688,,"As Madison's population grew, the church became too small for the expanding congregation."
689,,"Prominent among these is the Shiva carving, which is depicted with six arms and the third eye in the forehead."
690,,"He was drafted in the sixth round (159th overall) of the amateur draft by the San Francisco Giants in 1995, and signed the next day, June 2."
691,,"The 150-pound Parrott rifle weighed 16,500 pounds (7,500 kg) and was 17 calibers long."
692,,In the chamber to the east of the Trimurti is the four-armed Ardhanarishvara carving.
693,,"A number of visitors investigated the ruins of Toniná in the 19th century, the first being an expedition led by Guillaume Dupaix in 1808."
694,,"On 10 February 1940, the NKVD unleashed a campaign of terror against"" anti-Soviet"" elements in occupied Poland."
695,,"Bowman scored with a header from an O'Neill cross to open the scoring at home to Plymouth Argyle, which was the first goal the visitors had conceded in 500 minutes of action."
696,,"After the conversion, Atlanta was 204 feet (62.2 m) long overall and had a beam of 41 feet (12 m)."
697,,"The next day, Markgraf steamed to Moon Sound, and on the 25th participated in the bombardment of Russian positions on the island of Kynö."
698,,"Musically, Strapping Young Lad was less industrial than City, and more reminiscent of death metal, with a"" larger-than-life"" rock production style."
699,,"After unsuccessful attempts at schooling in the United States, Ramfis returns to the Dominican Republic to serve in his father's military."
700,,"In the time after myth, most gods were said to be either in the sky or invisibly present within the world."
701,,"The away kit included light blue shirts with white sleeves, white shorts and light blue socks."
702,,People in this era put faith in specific gods who they hoped would help and protect them through their lives.
703,,"Another popular etymology is the hypothetical Greek word ἀντίμόνος antimonos,"" against aloneness"", explained as"" not found as metal"", or"" not found unalloyed""."
704,,"Her armor was backed by 3 inches (76 mm) of oak, vertically oriented, and two layers of 7.5 inches (191 mm) of pine, alternating in direction."
705,,A series of events during his reign were marked on monuments between 726 and 729 and in 730 he rededicated the tomb of his predecessor K'inich B'aaknal Chaak.
706,,"His siblings joined the Royal Air Force and he thought of joining them, but continued searching for a breakthrough in professional football."
707,,Madhava Prasad states that Jai and Veeru represent a marginalised population that is introduced into conventional society.
708,,"This makes aerodrome development difficult, often subjecting those that successfully negotiate the process to restrictions in use."
709,,"In July 1947, Dutch forces launched a"" police action"" against territory held by the fledgling Indonesian Republic, which had been declared shortly after the end of the war."
710,,"She added,"" She starts gently on"" Have Yourself a Merry Little Christmas"" before belting out the money notes."
711,,"Large fruitings of the fungus are often associated with damage to the host tree, such as that which occurs with burning."
712,,"Initial efforts were directed towards creating a negative image of pre-war Poland, and later efforts were aimed at fostering anti-Soviet, antisemitic, and pro-German attitudes."
713,,The theatrical trailer and release date were unveiled by the original script-writers Salim Khan and Javed Akhtar.
714,,The coup was executed just a week before the announcement of the Army's annual reshuffle.
715,,"Dahlonega, like the other two branch mints in the South, closed its doors after the 1861 strikings."
716,,"The public destruction of Polish books was not limited to those seized from libraries, but also included those books that were confiscated from private homes."
717,,"By depicting a given god in different ways, the Egyptians expressed different aspects of its essential nature."
718,,"The anemoscope, in contrast, was a complex mechanism attached to the ceiling which was used to measure the strength and direction of the wind but soon stopped functioning."
719,,Serious security gaps at Suvarnabhumi Airport became known to the public beginning in early 2007.
720,,"In 2014, Devin recorded a' poppy sounding' song in Los Angeles with producer Brian Howes, but has decided against releasing."
721,,"In 1947 Ross donated the Art Ross Trophy, awarded to the leading scorer of the NHL regular season."
722,,"Kurt and Riela were featured in the Nintendo 3DS crossover Project X Zone, representing the Valkyria series."
723,,Players listed with no appearances have been in the matchday squad but only as unused substitutes.
724,,"Although it was impossible to operate an underground radio station, underground auditions were recorded and introduced into German radios or loudspeaker systems."
725,,"The camera shows shots of young women, and passes through arcades and cinemas in Leicester Square."
726,,"In keeping with this belief, the names of deities often relate to their roles or origins."
727,,"A smooth whitish mycelial layer covers the fruit body, and may be partially encrusted with debris."
728,,"Pandavas, the heroes of the Hindu epic Mahabharata, and Banasura, the demon devotee of Shiva, are both credited with building temples or cut caves to live."
729,,"Wheeler's excavation report, co-written with Katherine Richardson, was eventually published as Hill-forts of Northern France in 1957."
730,,"L. sulcatus, named by Marsh in 1896 for a Morrison theropod tooth, which like L. stechowi is now regarded as either Ceratosaurus sp. or a dubious ceratosaurian."
731,,"The Treaty of Ciudad Juárez was a peace treaty signed between the then President of Mexico, Porfirio Díaz, and the revolutionary Francisco Madero on May 21, 1911."
732,,"A monument dated to 682 depicts three naked prisoners with their arms bound, one of them is identified as a lord from Annak', an as yet unidentified site."
733,,"Isotopes that are lighter than the stable 123Sb tend to decay by β + decay, and those that are heavier tend to decay by β − decay, with some exceptions."
734,,"Photographs obtained by FITs are used to produce"" spotter cards"" consisting of people's photographs which allows officers to identify people at future events that they attend."
735,,A descriptive biography entitled Art Ross: The Hockey Legend who Built the Bruins by Eric Zweig was published by Dundurn Press in Sept 2015.
736,,"After Maidan Castle, Wheeler turned his attention to France, where the archaeological investigation of Iron Age sites had lagged behind developments in Britain."
737,,"Academics hired by the CNS included Wuttipong Piebjriya-wat, Sophon Supapong, Narong Phet-prasert, and Somkiat Osotspa."
738,,"They were Senjō no Valkyria 3: Namo naki Chikai no Hana (戦場のヴァルキュリア3 名もなき誓いの花, lit."
739,,"Reported production of antimony in China fell in 2010 and is unlikely to increase in the coming years, according to the Roskill report."
740,,"The exoperidium is thick, and the rays are typically areolate (divided into small areas by cracks and crevices) on the upper surface, and are dark grey to black."
741,,"Since the description of Allosaurus, scientists have proposed additional species from such far-flung locales as Portugal, Siberia, and Tanzania."
742,,"In the nineteenth-century, the mound was higher on the western end of the tomb, although this was removed by excavation to reveal the sarsens beneath during the 1920s."
743,,"Although he played for the opposing team, he received a good reception from the Montreal crowd."
744,,"Myths are metaphors for the gods' actions, which humans cannot fully understand."
745,,"Gold did not again circulate in most of the nation until 1879; once it did, the gold dollar did not regain its place."
746,,"He is also a businessman, and principal owner and chairman of the Charlotte Hornets."
747,,One of the rooms of the palace contains a stucco decoration representing feathered serpents and crossed bones.
748,,"On 25 January 1919, the ship was formally renamed in"" Hetman Petro Doroshenko"", but Mykolaiv was captured shortly afterward by the Entente."
749,,"But despite their flexibility, the gods had limited abilities and spheres of influence."
750,,The Nataraja and Ardhanarishvara sculptures are also attributed to the Rashtrakutas.
751,,"Despite Jordan's injury and a 30 – 52 record (at the time it was fifth worst record of any team to qualify for the playoffs in NBA history), the Bulls made the playoffs."
752,,Messages were sent back to France reporting the action from Commodore Saint-Félix but they evoked little response.
753,,"Lettering, sword, and shield; mount for a list of men and woman serving in the Forces, St."
754,,"James also enjoys the role because of this and the fact she gets so many"" pash"" scenes with other cast members."
755,,The substitution pattern on aryl reagents can heavily influence the selectivity of the reaction as per the criteria above.
756,,"Though reluctant to move back to the eastern United States, Lynn was hired by Ross after he was offered a salary of $ 12,000."
757,,"In the September 1996 issue of Sport, which was the publication's 50th anniversary issue, Jordan was named the greatest athlete of the past 50 years."
758,,"Despite having been raised in a Jewish faith and unfamiliar with Christmas songs, Kurstin still agreed to produce the project."
759,,"Glider activity has remained relatively static, although there has been a gradual increase in the number of self-launching motor gliders."
760,,"Polish literature faced a similar fate in territories annexed by Germany, where the sale of Polish books was forbidden."
761,,"In summer 1914 he married Tessa in a low-key, secular wedding ceremony, before they moved into Wheeler's parental home in Herne Hill."
762,,"The circular pedestal seen in the courtyard in front of the Shiva's shrine near the east end, in the open area, is said to be the seat of Nandi, Shiva's mount."
763,,"Here, Wheeler was engaged in artillery fire for several months, before the British went on the offensive in August."
764,,"As of April 2016, Devin is in the middle of recording the seventh DTP album, entitled Transcendence at Armoury Studios in Vancouver."
765,,"In Sandbridge, Virginia Beach, Virginia, a beachfront home collapsed into the sea."
766,,"But few pharaohs were worshipped as gods long after their lifetimes, and non-official texts portray kings in a human light."
767,,"These four shows were each entitled"" An Evening with the Devin Townsend Project""."
768,,"To mark twenty-five years since the release of Mariah Carey in June 1990, Billboard writer Trevor Anderson wrote a track-by-track review of the album in June 2015."
769,,It was named partly after the spontaneous decisions she made when creating the album.
770,,"In a letter dated May 10, Pettit proposed an oval-shaped holed piece, or an angular-shaped coin, which would lessen the production problems."
771,,"There are an estimated 27,000 civil aircraft registered in the UK, 96 per cent of which are engaged in GA activities."
772,,The ba was the component of the human or divine soul that affected the world around it.
773,,"Shortly afterward, Atlanta ran aground on a sandbar; she was briefly able to free herself, but the pressure of the tide pushed her back onto the sandbar."
774,,"The gods received their offerings in daily ceremonies, in which their statues were clothed, anointed, and presented with food as hymns were recited in their honor."
775,,Anderson is known for films set in the San Fernando Valley with realistically flawed and desperate characters.
776,,"Like other stingrays, the plain maskray is viviparous with the developing embryos sustained to term by histotroph ("" uterine milk"") produced by the mother."
777,,"Noted as a durable player, Jordan did not miss four or more games while active for a full season from 1986 – 87 to 2001 – 02, when he injured his right knee."
778,,"The most important action of the combined flotilla, which was under the command of British Admiral Cecil Burney, was to blockade the Montenegrin coast."
779,,"Jordan's private jet features a stripe in Carolina blue, the"" Air Jordan"" logo on the tail, and references to his career in the identification number."
780,,"With the team recording six wins and one draw in March 2014, including six clean sheets, Worthington was named League Two Manager of the Month."
781,,Mario Vargas Llosa takes part in this discourse by recounting what was prohibited.
782,,"In the Carolinas, salt, sugar, rice, and lumber industries suffered considerably, and several individuals were killed."
783,,"Outside the breeding season, the upperparts of both sexes become darker and the underparts less grey."
784,,"The objective of regulation is to"" promote high standards of safety in all aspects of aviation"", and this is the main area of interaction between the CAA and the GA sector."
785,,"Compared to the male, the female has warmer-toned upperparts and a narrower duller eye streak."
786,,"Chiral sulfides, on the other hand, are more costly to prepare, spurring the advancement of catalytic enantioselective methods."
787,,DreamWorks Records was folded into the Interscope Geffen A & M umbrella label in January 2004.
788,,"Their.106 winning percentage was the worst in NBA history."" I'm not real happy about the record book scenario last year."
789,,Saprang denied that there was any lack of transparency in the request for financial support.
790,,"This consists of a number of dances performed within the stones on top of the barrow, followed by a song performed at the base of the monument."
791,,"At the same time, increasing mechanization reduced the need for farm labor, pushing agricultural wages downward and rural unemployment upward."
792,,"Having been allowed to leave the club on a free transfer, Ashley Chambers signed for Conference Premier club Cambridge United."
793,,"A frieze on the fifth terrace probably displayed Toniná's most distinguished victims, dozens of fragments of this frieze were discovered in the plaza below."
794,,"Akhenaten ceased to fund the temples of other deities and erased the gods' names and images on monuments, targeting Amun in particular."
795,,Atlanta was easily pulled free by the Union ships and she reached Port Royal under her own power.
796,,"Horus could be a powerful sky god or vulnerable child, and these forms were sometimes counted as independent deities."
797,,"In 1990, the original director's cut of 204 minutes became available on home media."
798,,"According to Dorothy Yamamoto, the significant themes in the tale are"" solidity and vacancy, substance and illusion""."
799,,"Fey hosted SNL for a second time on April 10, 2010, and for her appearance she received an Emmy nomination for Outstanding Guest Actress in a Comedy Series."
800,,"Initially focusing on the northwest of the subcontinent, Wheeler was particularly fascinated by the Bronze Age Indus Valley Civilization."
801,,"Fixed line revenue dropped 16 %, while public telephone and international call revenue by 30 % each."
802,,"In the early 20th century, the parish decided that the old church should be remodelled into a school and a convent for the teachers, and that a new church should be built."
803,,"At the meeting, a total of $ 426.75 was subscribed; additional contributions of $ 322.86 were obtained from citizens of Madison."
804,,"In 1889, Pier Andrea Saccardo transferred the fungus to the genus Geopyxis, giving the species its current name."
805,,"Reports of similar wind shifts throughout the region suggested that the gale persisted, stationary, for several hours."
806,,"A speculative"" polar"" or"" dwarf allosaur"" was used for the"" Spirits of the Ice Forest"" episode of Walking with Dinosaurs."
807,,"SMS Erzherzog Ferdinand Max (German:"" His Majesty's ship Archduke Ferdinand Max"") was a pre-dreadnought battleship built by the Austro-Hungarian Navy in 1902."
808,,The result meant York opened up a five-point lead over eighth-placed Oxford with two fixtures remaining.
809,,"The hyphae of G. carbonaria were able to infect the cortex of the tree seedling, but did not penetrate the endodermis."
810,,"An adaptation of Longacre's princess for the larger gold coin was placed on the dollar, and a similar agricultural wreath on the reverse."
811,,"In Connecticut, the storm was described as being more significant than anticipated."
812,,"He is also influenced by orchestral and classical composers such as John Williams, Trevor Jones and Igor Stravinsky."
813,,"She considers living in a tent in the woods, prompting Oscar Martinez (Oscar Nunez) to offer her to stay with him until she gets back on her feet."
814,,"The film emerged as a commercial success, with the domestic gross of more than ₹ 1 billion (US $ 15 million)."
815,,"Toniná means house of stone in the Tzeltal language of the local Maya inhabitants, an alternate interpretation is the place where stone sculptures are raised to honour time."
816,,"These people were the elite of Egyptian society and were very distinct from the general populace, most of whom were illiterate."
817,,"The final shell was also from the 15-inch Dahlgren and it struck the top of the pilothouse, breaking the armor there and wounding both pilots in it."
818,,Darryl Philbin (Craig Robinson) informs Jim that Athlead has found a buyer and wants them to do a promotional tour around the country for three months.
819,,This carving also depicts a three-faced bearded Bramha and several other figurines.
820,,"In his 2002 interview with Jan Aghed, the director Ingmar Bergman referenced Magnolia as an example of the strength of American cinema."
821,,"Policemen and judges, as well as state legislators, that had been appointed or"" elected"" under Díaz were to retain their offices."
822,,"A Christmas ballad, the song was inspired by a scene in the holiday feature film Love Actually (2003), in which someone confesses unrequited love towards another."
823,,Columbia released it as the fifth and final single from the album in the United Kingdom.
824,,"Between 1903 and 1922 nine different issues were produced, with a total mintage of 99,799."
825,,"She then started relying on alcohol more, and partied with fellow"" wild child"" Indigo Walker (Samara Weaving) at a"" rowdy"" venue."
826,,Bowman and Oyebanjo left to sign for Torquay and Crawley Town respectively while Coulson signed a new contract with the club.
827,,"Paul and Carpenter stated that the type specimen of this species, YPM 1931, was from a younger age than Allosaurus, and might represent a different genus."
828,,The soldiers would be allowed safe passage in any direction carrying any personal and public property besides munitions of war.
829,,The scenic beauty of the mountain is sculpted with the sky background amidst heavenly beings showering flowers on Shiva-Parvati.
830,,"In spring 1973, Wheeler returned to BBC television for two episodes of the archaeology-themed series Chronicle in which he discussed his life and career."
831,,The carved panel facing this one is a two-level depiction of Ravana lifting Kailash.
832,,"After two months of quietly dealing with his symptoms, Cullen's wife finally called team trainers and asked them to check into his illness."
833,,This was followed by a headlining tour in Australia and a series of high-profile shows in Europe (for example co-headlining the Brutal Assault festival in Czech Republic).
834,,"Cole had meanwhile entered into an affair with a man named Clive Entwistle, who lambasted Wheeler as"" that whiskered baboon""."
835,,Eaton and his fellow commissioners believed that the ceasefire was serving the Dutch as a cover for further penetration of republican enclaves.
836,,"The remaining crews, totaling some 1,860 officers and enlisted men, were imprisoned."
837,,"Bush's"" imaginative"" video sampler accompanies her greatest hits album of the same name and includes music videos for songs throughout her career to that point."
838,,"In the 1950s, tiny beads of a lead-antimony alloy were used to dope the emitters and collectors of n-p-n alloy junction transistors with antimony."
839,,"In the end he accepted the spot of Vince Carter, who decided to give it up under great public pressure."
840,,"Thakur explains that Gabbar had killed nearly all of his family members, and cut off both his arms a few years earlier, which is why he could not use the gun."
841,,"Conversely, the gods could cure righteous people of illness or even extend their lifespans."
842,,"It also received a 1.4 share among adults between the ages of 18 to 49, generated NBC ’ s second biggest overall audience its time slot."
843,,Leonard's parish suffered from this agricultural depression and from the Great Depression of the 1930s.
844,,The Polish underground also published booklets and leaflets from imaginary anti-Nazi German organizations aimed at spreading disinformation and lowering morale among the Germans.
845,,"Atkinson was released after failing to force himself into the first team and signed for Scarborough Athletic, with whom he had been on loan."
846,,"After Pope was recalled from his loan by Charlton, York signed Wolverhampton Wanderers goalkeeper Aaron McCarey on loan until January 2014."
847,,"The origins of Route 4 date back to 1952, when construction began on a short, unnumbered arterial from US 1 to the modern location of exit 5 at Routes 2 and 102 in Wickford."
848,,"A captive depicted on one of his monuments is identified as being from the distant city of Calakmul, one of the two Maya"" superpowers""."
849,,Jordan placed second to Babe Ruth in the Associated Press's December 1999 list of 20th century athletes.
850,,"Having purposely put the biplane trainer into a spin and finding no response in the controls when he tried to recover, Eaton called on Douglas to bail out."
851,,"Markgraf was never raised for scrapping, unlike most of the other capital ships that were scuttled."
852,,"Townsend worked on the band's first album, Accelerated Evolution, at the same time he was working on Strapping Young Lad, spending half the week on one and half on the other."
853,,A subplot in the film was partly based on David Phillips (also called The Pudding Guy).
854,,Local attorney John M Harrel was asked to compose the first telegraph dispatched from Arkansas's capital.
855,,"Although obscure, it was a large theropod, possibly around 10 meters long (33 ft) and 2.5 metric tons (2.8 short tons) in weight."
856,,"Sardar notes that the two most prominent Muslim characters in the film are Soorma Bhopali (a buffoonish criminal), and an impotent victim of the bandits (the imam)."
857,,"Written by Clarkson and Eubanks,"" Every Christmas"", was the first song to be written for the album."
858,,However towards the end of their relationship he felt perception had changed due to viewers having a better understanding of Nicole's persona.
859,,"With further conjugated systems 1,6-addition tends to predominate over 1,4-addition."
860,,"However, the wolf is lying nearby with the fox, and, overhearing it, promises to make him stay true to his word."
861,,"Striker Shaq McDonald, who had been released by Peterborough United, was signed on a contract until the end of the season."
862,,"In order to help tell the red line and blue lines apart on television, Ross suggested that the red line be striped."
863,,"Promoted group captain the following year, he was appointed an Officer of the Order of the British Empire in 1942."
864,,"The film revived the career of Burt Reynolds, and provided breakout roles for Mark Wahlberg and Julianne Moore."
865,,"He played in Tiverton Town's youth team as a left back before reverting to being a striker at his first senior club, non-League side Cullompton Rangers."
866,,"In 2002 he formed the Devin Townsend Band, a dedicated lineup which recorded and toured for two of his solo releases."
867,,"Salvador Estrella Sadhalá, known as"" Turk"", is a devout Catholic who, in indignation at the regime's many crimes against God, swears an oath against Trujillo."
868,,"Zagreb Synagogue used the already developed round arch style (Rundbogenstil), but did not adopt Förster's early oriental motifs."
869,,"The LAA is the primary regulator for amateur built aircraft, as well as vintage and classic aircraft."
870,,"The plants were painted from life, and if a specimen was not readily at hand, Kew Gardens staff would provide her the specimens needed."
871,,"His leaping ability, demonstrated by performing slam dunks from the free throw line in slam dunk contests, earned him the nicknames"" Air Jordan"" and"" His Airness""."
872,,"Constructed circa 4000 BCE, during Britain's Early Neolithic period, today it survives only in a ruined state."
873,,In January 2008 it was announced that ex-Neighbours star Tessa James had been cast as Nicole.
874,,"A tall figurine of Parvati stands to the left of Shiva, which is also seen partly broken but well bejewelled."
